observation_id,source_class,calibrated_predicted_class,label_quality,label_source,temporal_status,frp,brightness,detections_30d,distinct_active_days_30d,distance_to_strong_industrial_km,distance_to_supporting_industrial_km,distance_to_infrastructure_km,distance_to_vegetation_km,independent_industrial_distance_km,calibrated_prob_industrial,calibrated_prob_natural,calibrated_prob_other
FW25_00529006,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,PERSISTENT,1.45,301.73,9,8,0.31579039,8.192174,0.23913479,5.59236,0.3192951270019391,0.1132545363801315,0.0130739894532066,0.8736714741666617
FW25_00104508,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,RECURRENT,1.41,307.33,4,4,0.84048253,10.3854475,0.70666975,8.59506,0.7104988000160104,0.1173149169374076,0.0340292397067176,0.8486558433558746
FW25_00024447,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,PERSISTENT,0.87,302.36,10,10,0.2687187,8.02481,0.4068362,5.4244018,0.36307378350838215,0.1188438772168268,0.0079256416431222,0.873230481140051
FW25_00411834,industrial_fire_candidate,other_uncertain,B_STRONG_WEAK_LABEL,independent_industrial_reference,EPISODIC,39.62,344.73,0,0,1.1095687,1.3411118,0.25107968,1.2019764,1.510633286470296,0.1293793935357242,0.3423947467507316,0.5282258597135442
FW25_00612023,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,RECURRENT,6.53,341.04,7,2,0.70991814,1.0752314,0.57006294,0.18155804,0.7691739726481666,0.1297691315863945,0.1830785411231691,0.6871523272904364
FW25_00245778,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,EPISODIC,0.96,298.51,0,0,0.82057124,1.0349659,1.3094457,0.5148015,0.9940808369311236,0.1370560565281154,0.1865594929454863,0.6763844505263982
FW25_00612024,industrial_fire_candidate,other_uncertain,B_STRONG_WEAK_LABEL,independent_industrial_reference,RECURRENT,17.37,355.61,7,2,0.8814209,0.8947799,0.26763114,0.365797,1.0451071403275358,0.1394492669444819,0.1921909473988118,0.6683597856567063
FW25_00467446,industrial_fire_candidate,other_uncertain,B_STRONG_WEAK_LABEL,independent_industrial_reference,PERSISTENT,3.69,335.84,30,12,0.9256842,1.3816966,1.3309875,2.5717218,1.6359849996980695,0.1395528233765923,0.0064586384894443,0.8539885381339634
FW25_00366651,industrial_fire_candidate,other_uncertain,B_STRONG_WEAK_LABEL,independent_industrial_reference,RECURRENT,4.75,344.75,3,2,0.8629048,0.09487179,1.6905991,0.8761883,1.1798378851652302,0.1408458850535061,0.2958728554385384,0.5632812595079555
FW25_00090085,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,RECURRENT,1.41,301.8,4,4,0.9480542,10.26672,0.6187084,8.4963665,0.7099820151600785,0.1425756342255776,0.0195412701551284,0.8378830956192939
FW25_00611843,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,EPISODIC,18.55,340.31,2,1,0.6257696,0.60783625,0.16500592,0.31327665,0.7095815863801068,0.1471955648752437,0.2419019527039623,0.6109024824207939
FW25_00514216,industrial_fire_candidate,other_uncertain,B_STRONG_WEAK_LABEL,independent_industrial_reference,EPISODIC,16.53,344.92,0,0,0.692241,1.5433339,0.8406767,27.053232,1.583015093484725,0.1477303302387643,0.026227154789447,0.8260425149717885
FW25_00604825,industrial_fire_candidate,other_uncertain,B_STRONG_WEAK_LABEL,independent_industrial_reference,PERSISTENT,0.59,297.47,34,26,1.5503234,1.2139083,1.8070964,0.59290826,1.4040042537551927,0.150146838500858,0.0581175656334505,0.7917355958656914
FW25_00514217,industrial_fire_candidate,other_uncertain,B_STRONG_WEAK_LABEL,independent_industrial_reference,EPISODIC,16.53,346.09,0,0,0.90885216,1.407209,0.4215253,26.680998,1.5310260203395096,0.1556461472802849,0.024597009612428,0.819756843107287
FW25_00607295,industrial_fire_candidate,other_uncertain,B_STRONG_WEAK_LABEL,independent_industrial_reference,EPISODIC,0.74,312.55,1,1,0.8986649,1.0800595,1.0817293,1.2032746,1.1459513894418338,0.1570361330755391,0.1193376383085055,0.7236262286159554
FW25_00008259,industrial_fire_candidate,other_uncertain,B_STRONG_WEAK_LABEL,independent_industrial_reference,EPISODIC,0.73,301.01,2,2,0.4791021,11.378452,0.30693406,3.0102587,1.8713896206311957,0.1582627859152723,0.021229745978851,0.8205074681058766
FW25_00514905,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,EPISODIC,1.82,301.74,1,1,0.23598237,22.633451,0.46841863,7.2087626,0.2639775297938387,0.1595975513734372,0.0275287615523066,0.8128736870742561
FW25_00527061,industrial_fire_candidate,other_uncertain,B_STRONG_WEAK_LABEL,independent_industrial_reference,RECURRENT,0.82,302.82,4,3,0.36675045,0.6793208,2.0404708,1.7752776,1.9719556356997492,0.166615762651036,0.038105890590229,0.795278346758735
FW25_00515179,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,EPISODIC,2.49,332.41,0,0,0.8172699,0.42759842,0.92471987,3.315682,0.8514493508298904,0.1679882970940065,0.1849689999338568,0.6470427029721366
FW25_00471237,industrial_fire_candidate,other_uncertain,B_STRONG_WEAK_LABEL,independent_industrial_reference,PERSISTENT,3.7,309.28,45,17,1.0870107,1.3618667,1.0946059,2.709197,1.3578611715521232,0.1688595771208877,0.0023046275717317,0.8288357953073804
FW25_00462908,industrial_fire_candidate,other_uncertain,B_STRONG_WEAK_LABEL,independent_industrial_reference,PERSISTENT,0.7,304.27,7,7,0.40165964,2.2767398,0.48306313,2.9769247,1.9976420545565703,0.1688890703405474,0.0157455976795647,0.8153653319798878
FW25_00526149,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,RECURRENT,0.63,304.17,4,4,0.29973727,7.9371777,0.49181047,5.3403993,0.39763732106065075,0.1701144401775367,0.0165225224020537,0.8133630374204095
FW25_00644940,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,PERSISTENT,0.56,298.91,7,7,0.73366654,10.49748,0.76707643,8.700056,0.6937543682845764,0.1809197893865561,0.0223023121326646,0.7967778984807792
FW25_00542342,industrial_fire_candidate,other_uncertain,B_STRONG_WEAK_LABEL,independent_industrial_reference,PERSISTENT,6.32,342.33,16,12,1.5474149,0.88607925,0.84413534,3.72628,1.8464484178793727,0.1819368340922479,0.0227860987492453,0.7952770671585068
FW25_00555270,industrial_fire_candidate,other_uncertain,B_STRONG_WEAK_LABEL,independent_industrial_reference,EPISODIC,1.4,306.59,2,2,0.39729837,0.16844381,1.4177408,1.4076967,1.0993358050277335,0.1919631224099526,0.0055133303987138,0.8025235471913336
FW25_00553558,industrial_fire_candidate,other_uncertain,B_STRONG_WEAK_LABEL,independent_industrial_reference,RECURRENT,3.28,305.67,5,2,0.8156243,0.355254,1.5280194,0.43359143,1.1128320073822886,0.1942439217567749,0.0381611199835972,0.7675949582596278
FW25_00635049,industrial_fire_candidate,other_uncertain,B_STRONG_WEAK_LABEL,independent_industrial_reference,PERSISTENT,1.25,306.02,91,25,0.9864426,1.3942804,1.2666206,2.6152973,1.567930156569188,0.2078055792728238,0.0021681688805529,0.7900262518466231
FW25_00375863,industrial_fire_candidate,other_uncertain,B_STRONG_WEAK_LABEL,independent_industrial_reference,PERSISTENT,7.91,318.51,73,24,0.3744734,1.5872369,1.5418136,2.4121923,1.5432031032900617,0.2224849222630397,0.005657509093722,0.7718575686432382
FW25_00599320,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,RECURRENT,0.67,296.93,4,4,0.25326273,40.977737,0.48623696,2.2087455,0.28922859138465246,0.2287043154721289,0.0519472421643618,0.7193484423635094
FW25_00643167,industrial_fire_candidate,other_uncertain,B_STRONG_WEAK_LABEL,independent_industrial_reference,PERSISTENT,1.0,304.18,104,25,1.2332457,1.4302255,1.1442633,2.9586525,1.5351173378240721,0.2306589258169597,0.0025133202173218,0.7668277539657185
FW25_00062935,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,EPISODIC,1.21,302.43,1,1,0.15792139,17.756697,0.58952737,6.208519,0.24849909421264108,0.2339691193690228,0.028173195878208,0.7378576847527691
FW25_00599319,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,RECURRENT,1.69,305.3,4,4,0.14118874,40.776096,0.26991558,2.3701315,0.15673437283905586,0.2372910887249426,0.0353285360385731,0.7273803752364842
FW25_00379058,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,PERSISTENT,1.47,304.63,33,19,0.18043658,0.13059779,0.35550746,8.328147,0.23740341195147338,0.2418239843109582,0.0055212482681238,0.752654767420918
FW25_00083329,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,EPISODIC,4.13,344.75,0,0,0.6380157,0.85269105,0.8945805,0.30737343,0.8624217087075722,0.2432078075249361,0.2703837051777569,0.4864084872973069
FW25_00001286,industrial_fire_candidate,other_uncertain,B_STRONG_WEAK_LABEL,independent_industrial_reference,PERSISTENT,1.69,309.09,66,24,0.34944338,1.5652809,1.465766,2.6098964,1.4989215200790773,0.2450772670226239,0.0049854371314664,0.7499372958459096
FW25_00612026,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,RECURRENT,17.37,345.35,7,2,0.38914785,0.3884499,0.2424085,0.1558163,0.7973248701914697,0.2491249198627915,0.0724901928534191,0.6783848872837893
FW25_00578857,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,PERSISTENT,1.38,302.49,60,22,1.1530116,0.96705896,1.7244474,0.706113,0.9369418481298405,0.2604965994494297,0.0185549666853778,0.7209484338651924
FW25_00416888,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,EPISODIC,1.13,311.2,2,1,0.5374882,10.620291,0.5184613,9.02143,0.011923009028738267,0.2668230717707225,0.046134042380102,0.6870428858491753
FW25_00579308,industrial_fire_candidate,other_uncertain,B_STRONG_WEAK_LABEL,independent_industrial_reference,PERSISTENT,1.13,310.89,9,5,0.10945355,0.89942366,1.6867293,2.3433883,1.905375505234388,0.2682137388910015,0.0106847192278226,0.7211015418811759
FW25_00518610,industrial_fire_candidate,other_uncertain,B_STRONG_WEAK_LABEL,independent_industrial_reference,RECURRENT,1.19,309.5,5,3,1.2369361,1.0086149,1.7324358,0.6632131,1.0406489198988487,0.2816458164775718,0.0882944743429774,0.6300597091794508
FW25_00506517,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,EPISODIC,2.8,327.06,1,1,0.41107914,0.6488967,1.612049,2.230786,0.4673576735418092,0.2866704690785208,0.0189544155679765,0.6943751153535027
FW25_00512142,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,PERSISTENT,1.66,312.14,9,9,0.16831134,17.34708,0.22476201,2.8922076,0.6435114350634865,0.2887502615898057,0.0280595391650481,0.6831901992451461
FW25_00287817,industrial_fire_candidate,other_uncertain,B_STRONG_WEAK_LABEL,independent_industrial_reference,PERSISTENT,4.17,318.34,96,29,0.79039466,1.1117755,1.1850822,2.520957,1.4124118908430678,0.307153579049743,0.0013993089294963,0.6914471120207605
FW25_00027511,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,PERSISTENT,5.1,337.79,69,24,0.745624,0.14928323,1.1128176,1.7729152,0.7698673431156275,0.3111678894174903,0.0006875946669757,0.6881445159155338
FW25_00078961,industrial_fire_candidate,other_uncertain,B_STRONG_WEAK_LABEL,independent_industrial_reference,PERSISTENT,1.21,304.6,50,24,1.1939557,1.0215889,1.7585242,0.7020962,1.0069424389512662,0.320611244048694,0.0253702540352218,0.6540185019160841
FW25_00553510,industrial_fire_candidate,other_uncertain,B_STRONG_WEAK_LABEL,independent_industrial_reference,PERSISTENT,2.12,304.06,34,12,0.8692776,0.91899437,1.4752225,2.2535653,1.701721145028038,0.3221751369440683,0.0025022382094108,0.6753226248465208
FW25_00520044,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,PERSISTENT,0.59,305.56,7,5,0.14225566,0.530302,0.52037966,1.5917609,0.5406609980340392,0.3238806989646609,0.004301236386392,0.671818064648947
FW25_00378710,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,PERSISTENT,1.51,304.59,36,20,0.19670026,0.26612797,0.045751825,8.006257,0.1771920147194252,0.3260899118722065,0.0050184663345072,0.6688916217932862
FW25_00090268,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,RECURRENT,1.08,303.6,4,4,0.3827181,44.317074,0.5057645,0.7400225,0.21530774586408047,0.3382210236794936,0.0861616458481448,0.5756173304723615
FW25_00093466,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,PERSISTENT,1.8,301.62,33,18,0.5332586,0.66953474,0.5727592,1.7115784,0.7299304311011827,0.3587431284181877,0.0036793973683668,0.6375774742134456
FW25_00515088,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,EPISODIC,0.65,302.34,1,1,0.20540103,0.61953336,0.57064974,1.4037818,0.6306074131698791,0.3604496697377458,0.0240724028343027,0.6154779274279514
FW25_00030724,industrial_fire_candidate,other_uncertain,B_HIGH_CONFIDENCE_WEAK_LABEL,independent_industrial_reference,EPISODIC,1.76,340.33,0,0,0.36881986,0.8699815,0.8658389,0.8853804,0.8970150381565496,0.3624449343611649,0.06319595454597,0.574359111092865
FW25_00514155,industrial_fire_candidate,other_uncertain,B_STRONG_WEAK_LABEL,independent_industrial_reference,RECURRENT,3.68,300.89,4,4,1.5206947,1.6429148,1.1580883,4.702316,1.1716133510302837,0.364982857344842,0.080346921553559,0.5546702211015989
FW25_00317738,industrial_fire_candidate,other_uncertain,B_STRONG_WEAK_LABEL,independent_industrial_reference,PERSISTENT,3.23,310.53,63,23,0.78834033,1.1176823,1.4792713,2.3433871,1.7267113454285214,0.3657809913061087,0.0025529113082521,0.6316660973856392
