observation_id,audit_group,acquired_at,latitude,longitude,brightness,frp,detections_3d,detections_7d,detections_10d,detections_30d,distinct_active_days_30d,distance_to_strong_industrial_km,nearest_strong_industrial_category,nearest_strong_industrial_strength,distance_to_vegetation_km,nearest_vegetation_category,nearest_vegetation_strength,osm_context_relation
FW_01160666,no_close_context,2023-12-23 20:42:00,18.1487,77.35568,299.16,0.99,0,0,0,0,0,7.11709,industrial_landuse,3,7.9018073,scrub,3,no_close_context
FW_00355763,no_close_context,2022-04-28 08:39:00,30.29016,75.92067,341.38,3.69,2,2,2,2,1,4.044401,industrial_landuse,3,4.833598,farmland,3,no_close_context
FW_00395578,no_close_context,2022-05-08 07:12:00,30.12533,75.20518,341.84,3.45,0,1,1,1,1,11.973246,industrial_landuse,3,14.797811,grassland,2,no_close_context
FW_01522639,no_close_context,2024-05-04 08:18:00,19.7367,80.85719,336.35,4.11,0,1,1,1,1,33.418396,mining,3,8.071883,farmland,3,no_close_context
FW_00888031,no_close_context,2023-04-13 07:37:00,24.41608,92.83177,333.04,3.65,5,9,9,9,2,8.399898,power_plant,3,3.0282733,forest_woodland,3,no_close_context
FW_00281433,no_close_context,2022-04-14 20:28:00,23.69856,77.9226,310.32,0.66,0,0,0,0,0,13.133419,power_plant,3,20.022366,scrub,3,no_close_context
FW_01426015,no_close_context,2024-04-15 20:05:00,17.82554,79.9844,312.05,1.23,0,0,0,0,0,13.940735,industrial_tag,3,7.28965,forest_woodland,3,no_close_context
FW_01466161,no_close_context,2024-04-23 08:27:00,27.47964,81.34296,332.0,5.48,3,3,3,3,1,18.401794,industrial_landuse,3,10.25009,farmland,3,no_close_context
FW_00665716,no_close_context,2023-02-16 20:56:00,18.249,75.1664,300.76,0.5,0,0,0,0,0,16.136482,industrial_landuse,3,3.0730698,farmland,3,no_close_context
FW_00239094,no_close_context,2022-04-04 20:15:00,23.16517,80.92535,312.12,1.09,0,0,0,0,0,19.159113,industrial_tag,3,3.9683206,forest_woodland,3,no_close_context
FW_01324217,no_close_context,2024-03-26 08:51:00,23.06748,76.12653,336.08,6.47,0,0,0,0,0,4.956269,industrial_landuse,3,19.655521,forest_woodland,3,no_close_context
FW_00580027,no_close_context,2022-12-22 07:35:00,21.71295,82.42186,336.61,7.64,0,0,0,0,0,15.744782,mining,3,20.156807,forest_woodland,3,no_close_context
FW_01238233,no_close_context,2024-02-25 08:12:00,20.44539,75.78897,336.09,2.48,0,0,0,0,0,18.27664,industrial_landuse,3,13.760792,scrub,3,no_close_context
FW_00707416,no_close_context,2023-03-01 07:40:00,15.20469,78.79177,344.02,20.85,5,5,5,5,1,24.467836,industrial_tag,3,14.956958,grassland,2,no_close_context
FW_00255185,no_close_context,2022-04-08 08:11:00,16.49648,79.71943,333.42,3.12,0,0,0,0,0,10.820097,mining,3,14.25056,scrub,3,no_close_context
FW_00541607,no_close_context,2022-11-24 06:20:00,27.51841,95.98367,326.58,1.64,0,0,0,0,0,9.491912,mining,3,11.115715,forest_woodland,3,no_close_context
FW_00903675,no_close_context,2023-04-16 08:20:00,19.21273,80.49522,330.78,2.62,0,0,0,0,0,46.58952,industrial_landuse,3,9.382296,farmland,3,no_close_context
FW_00816179,no_close_context,2023-03-27 07:55:00,20.04054,83.46568,335.8,3.12,0,0,0,2,1,25.330772,industrial_landuse,3,11.260865,forest_woodland,3,no_close_context
FW_00498076,no_close_context,2022-11-06 08:39:00,24.30259,77.9799,367.0,4.22,0,0,0,0,0,12.833465,mining,3,12.666918,farmland,3,no_close_context
FW_00575326,no_close_context,2022-12-19 08:30:00,14.83575,77.96294,330.59,2.52,0,0,0,0,0,4.7748704,mining,3,5.2955637,scrub,3,no_close_context
FW_01180218,no_close_context,2024-01-09 07:53:00,20.91702,82.14523,335.98,3.74,0,0,0,0,0,13.511459,manufacturing,3,13.184037,scrub,3,no_close_context
FW_00475174,no_close_context,2022-10-30 07:29:00,23.41435,79.03801,334.77,4.44,0,0,0,0,0,3.390621,mining,3,7.904696,forest_woodland,3,no_close_context
FW_01008338,no_close_context,2023-05-22 08:44:00,17.12518,80.08343,343.95,11.31,0,0,0,0,0,13.365504,industrial_landuse,3,13.203115,farmland,3,no_close_context
FW_00228534,no_close_context,2022-04-02 20:53:00,22.56353,77.68425,305.67,0.77,5,7,7,7,2,8.428969,industrial_landuse,3,9.625412,forest_woodland,3,no_close_context
FW_01397106,no_close_context,2024-04-08 08:07:00,22.84245,75.35442,344.54,11.09,0,0,0,0,0,17.267475,industrial_landuse,3,35.446316,forest_woodland,3,no_close_context
FW_00930314,no_close_context,2023-04-19 07:25:00,23.41484,76.4225,341.46,10.42,0,0,0,0,0,9.545142,mining,3,12.867889,grassland,2,no_close_context
FW_01686312,no_close_context,2024-12-06 07:29:00,25.30942,83.961,342.69,12.02,0,0,0,0,0,39.171783,industrial_landuse,3,8.498474,forest,3,no_close_context
FW_00612432,no_close_context,2023-01-19 07:11:00,24.75755,93.59252,331.41,3.82,0,0,0,0,0,20.04898,industrial_landuse,3,9.917073,forest_woodland,3,no_close_context
FW_00074932,no_close_context,2022-03-08 20:24:00,15.89191,78.78325,304.97,0.72,3,3,3,3,2,21.552488,industrial_tag,3,19.812193,forest,3,no_close_context
FW_00682467,no_close_context,2023-02-23 07:55:00,21.36607,73.93693,344.2,3.72,0,0,0,0,0,21.841974,industrial_landuse,3,14.689284,farmland,3,no_close_context
FW_01081058,no_close_context,2023-11-01 07:49:00,27.69188,80.56949,337.52,3.24,0,0,0,0,0,27.891085,industrial_landuse,3,30.441217,forest_woodland,3,no_close_context
FW_00185226,no_close_context,2022-03-28 08:18:00,19.47707,81.31095,336.69,4.16,0,0,0,0,0,4.758736,mining,3,5.5882792,forest_woodland,3,no_close_context
FW_01337313,no_close_context,2024-03-29 07:54:00,23.25219,87.29114,333.81,4.36,0,0,0,0,0,16.51106,industrial_landuse,3,4.597042,forest_woodland,3,no_close_context
FW_01671194,no_close_context,2024-11-24 07:54:00,28.85256,77.91698,329.97,2.14,0,0,0,0,0,11.612803,industrial_landuse,3,15.480566,grassland,2,no_close_context
FW_00098281,no_close_context,2022-03-14 07:40:00,18.8437,80.59024,339.18,3.68,3,3,3,3,1,41.870167,industrial_landuse,3,19.460417,forest_woodland,3,no_close_context
FW_01443478,no_close_context,2024-04-19 07:59:00,19.6762,83.42321,346.9,7.39,0,0,0,0,0,3.9451408,mining,3,7.5623083,forest_woodland,3,no_close_context
FW_00307301,no_close_context,2022-04-20 07:46:00,17.43474,80.9189,343.2,3.27,0,0,0,0,0,25.05568,industrial_landuse,3,7.456844,forest_woodland,3,no_close_context
FW_00407014,no_close_context,2022-05-14 08:39:00,30.91811,76.08727,367.0,24.87,0,3,6,6,2,4.8504405,industrial_landuse,3,5.7486153,forest,3,no_close_context
FW_00143024,no_close_context,2022-03-21 07:10:00,26.60319,93.56677,338.19,9.85,0,0,1,1,1,5.3373423,industrial_landuse,3,3.0876,orchard,3,no_close_context
FW_01260563,no_close_context,2024-03-07 20:37:00,14.34658,76.66026,308.1,2.75,0,0,0,0,0,7.6985874,industrial_landuse,3,8.365984,forest,3,no_close_context
FW_00840148,no_close_context,2023-04-05 08:27:00,21.25134,80.63667,333.24,1.06,0,0,0,0,0,11.942954,industrial_landuse,3,3.1746368,forest_woodland,3,no_close_context
FW_00304189,no_close_context,2022-04-19 08:06:00,25.11909,83.411,337.96,3.63,0,0,0,0,0,11.5153675,industrial_landuse,3,12.199547,scrub,3,no_close_context
FW_00237544,no_close_context,2022-04-04 07:47:00,24.51591,85.98552,341.99,2.88,0,0,0,0,0,10.469202,mining,3,12.193635,forest_woodland,3,no_close_context
FW_00796216,no_close_context,2023-03-14 06:59:00,24.81791,93.44366,333.61,9.48,0,0,0,0,0,33.91668,industrial_landuse,3,3.2401738,forest_woodland,3,no_close_context
FW_01426968,no_close_context,2024-04-16 07:15:00,18.60964,79.80513,344.33,4.71,0,0,0,0,0,11.647199,mining,3,7.0516543,forest_woodland,3,no_close_context
FW_00302167,no_close_context,2022-04-19 08:04:00,18.10579,81.96082,345.77,4.51,0,0,0,2,1,9.810436,power_plant,3,5.153449,forest_woodland,3,no_close_context
