observation_id,audit_group,acquired_at,latitude,longitude,brightness,frp,detections_3d,detections_7d,detections_10d,detections_30d,distinct_active_days_30d,distance_to_strong_industrial_km,nearest_strong_industrial_category,nearest_strong_industrial_strength,distance_to_vegetation_km,nearest_vegetation_category,nearest_vegetation_strength,osm_context_relation
FW_00023974,industrial_no_prior,2022-02-04 07:54:00,23.82599,77.8979,343.35,2.85,0,0,0,0,0,0.20245849,industrial_landuse,3,19.429108,scrub,3,strong_industrial_context
FW_00017732,industrial_no_prior,2022-01-29 08:06:00,22.33206,74.71008,336.32,2.28,0,0,0,0,0,0.3591311,power_plant,3,5.0522413,grassland,3,strong_industrial_context
FW_01214501,industrial_no_prior,2024-02-10 07:52:00,15.97538,76.43916,338.26,3.88,0,0,0,0,0,2.9989126,mining,3,11.812573,forest_woodland,3,strong_industrial_context
FW_01191335,industrial_no_prior,2024-01-19 08:05:00,17.69634,75.50822,347.61,8.61,0,0,0,0,0,2.9977765,industrial_landuse,3,15.139598,farmland,3,strong_industrial_context
FW_01192231,industrial_no_prior,2024-01-20 07:47:00,21.05283,75.87196,342.51,5.12,0,0,0,0,0,1.4984319,industrial_landuse,3,8.235022,scrub,3,strong_industrial_context
FW_01035634,industrial_no_prior,2023-06-13 08:33:00,22.77574,72.62681,337.25,1.57,0,0,0,0,0,1.4558439,industrial_landuse,3,21.003572,forest_woodland,3,strong_industrial_context
FW_00030826,industrial_no_prior,2022-02-12 07:03:00,21.94125,82.44014,337.36,2.75,0,0,0,0,0,2.5832381,mining,3,17.467312,farmland,3,strong_industrial_context
FW_00658090,industrial_no_prior,2023-02-14 07:24:00,23.75376,85.54111,334.83,2.3,0,0,0,0,0,0.42839858,mining,3,4.107778,forest_woodland,3,strong_industrial_context
FW_01244675,industrial_no_prior,2024-02-29 21:08:00,16.28423,75.53678,303.75,0.53,0,0,0,0,0,2.174495,industrial_landuse,3,6.566651,forest_woodland,3,strong_industrial_context
FW_01260322,industrial_no_prior,2024-03-07 20:36:00,16.20574,75.20878,303.72,0.72,0,0,0,0,0,0.1148813,industrial_tag,3,4.111134,forest_woodland,3,strong_industrial_context
FW_01663292,industrial_no_prior,2024-11-20 07:28:00,27.21171,83.68526,329.68,1.99,0,0,0,0,0,2.7234619,industrial_landuse,3,6.0072656,farmland,3,strong_industrial_context
FW_00520703,industrial_no_prior,2022-11-13 08:09:00,29.54103,74.80428,331.31,3.11,0,0,0,0,0,2.461597,industrial_landuse,3,11.670814,farmland,3,strong_industrial_context
FW_00655991,industrial_no_prior,2023-02-13 20:12:00,17.66723,80.49123,301.82,0.7,0,0,0,0,0,0.45426673,mining,3,3.3953483,orchard,3,strong_industrial_context
FW_01052634,industrial_no_prior,2023-10-05 07:51:00,12.08002,78.97234,330.42,2.52,0,0,0,0,0,1.9434811,manufacturing,3,4.456345,forest_woodland,3,strong_industrial_context
FW_00013882,industrial_no_prior,2022-01-23 08:19:00,23.91705,71.21155,336.43,2.08,0,0,0,0,0,2.810174,power_plant,3,35.265354,farmland,3,strong_industrial_context
FW_01171698,industrial_no_prior,2024-01-01 08:43:00,17.06993,76.9152,367.0,5.22,0,0,0,0,0,1.8174819,mining,3,4.9497547,farmland,3,strong_industrial_context
FW_00060087,industrial_no_prior,2022-03-03 07:45:00,13.19578,78.00684,337.61,2.79,0,0,0,0,0,0.35927066,industrial_landuse,3,4.370894,orchard,3,strong_industrial_context
FW_00294098,industrial_no_prior,2022-04-17 08:43:00,18.7564,73.18126,335.24,3.53,0,0,0,0,0,0.93964475,industrial_landuse,3,4.274197,forest_woodland,3,strong_industrial_context
FW_01302908,industrial_no_prior,2024-03-19 07:38:00,10.75993,77.8846,342.3,9.27,0,0,0,0,0,1.2060795,industrial_landuse,3,5.013865,orchard,3,strong_industrial_context
FW_00808425,industrial_no_prior,2023-03-22 07:49:00,23.78976,85.83401,337.95,3.23,0,0,0,0,0,1.7768232,industrial_landuse,3,4.8312807,farmland,3,strong_industrial_context
FW_00000377,industrial_no_prior,2022-01-01 19:20:00,21.7695,84.02167,306.65,1.04,0,0,0,0,0,0.40125808,industrial_landuse,3,10.3609085,forest,3,strong_industrial_context
FW_01103476,industrial_no_prior,2023-11-11 07:58:00,13.9872,77.47787,346.91,3.88,0,0,0,0,0,0.19472386,industrial_landuse,3,16.941195,scrub,3,strong_industrial_context
FW_01700207,industrial_no_prior,2024-12-15 07:57:00,13.71521,77.53512,333.79,3.65,0,0,0,0,0,1.8503077,industrial_landuse,3,10.4714365,scrub,3,strong_industrial_context
FW_00849408,industrial_no_prior,2023-04-08 07:31:00,22.37397,72.59082,337.91,3.01,0,0,0,0,0,1.904573,industrial_landuse,3,6.9807596,forest_woodland,3,strong_industrial_context
FW_01599182,industrial_no_prior,2024-06-15 08:31:00,22.14257,72.24533,356.99,9.39,0,0,0,0,0,1.2172269,industrial_landuse,3,11.327641,farmland,3,strong_industrial_context
FW_01172907,industrial_no_prior,2024-01-02 19:12:00,23.77719,86.86195,295.42,0.28,0,0,0,0,0,0.23657595,industrial_landuse,3,5.3069673,forest_woodland,3,strong_industrial_context
FW_00399986,industrial_no_prior,2022-05-10 08:11:00,18.30732,78.67132,356.25,3.17,0,0,0,0,0,0.3956062,industrial_landuse,3,8.995471,forest_woodland,3,strong_industrial_context
FW_00508068,industrial_no_prior,2022-11-10 07:23:00,22.75001,78.79389,332.69,2.48,0,0,0,0,0,1.3575448,mining,3,6.2375298,grassland,3,strong_industrial_context
FW_01419144,industrial_no_prior,2024-04-14 07:54:00,22.87803,86.29929,338.73,3.74,0,0,0,0,0,1.223271,kiln,3,4.224052,scrub,3,strong_industrial_context
FW_01223775,industrial_no_prior,2024-02-16 07:44:00,31.44503,75.19323,328.51,4.55,0,0,0,0,0,1.8099778,industrial_tag,3,3.7715557,forest,3,strong_industrial_context
FW_00999957,industrial_no_prior,2023-05-17 08:42:00,31.2597,75.47719,334.15,2.89,0,0,0,0,0,1.2026316,power_plant,3,6.524531,agricultural,2,strong_industrial_context
FW_01090579,industrial_no_prior,2023-11-05 08:15:00,30.68619,76.39362,333.01,1.91,0,0,0,0,0,1.9643734,industrial_landuse,3,4.105053,agricultural,2,strong_industrial_context
FW_00434670,industrial_no_prior,2022-06-08 07:27:00,21.44935,80.349,339.47,2.02,0,0,0,0,0,2.1939101,mining,3,10.798922,forest_woodland,3,strong_industrial_context
FW_00840372,industrial_no_prior,2023-04-05 08:27:00,22.63171,77.74658,350.12,6.16,0,0,0,0,0,2.5714998,industrial_landuse,3,5.0784073,forest_woodland,3,strong_industrial_context
FW_01169588,industrial_no_prior,2023-12-30 07:42:00,22.92878,69.76639,335.08,3.15,0,0,0,0,0,2.8156567,industrial_landuse,3,6.7152085,scrub,3,strong_industrial_context
FW_01065141,industrial_no_prior,2023-10-23 07:19:00,31.95253,74.92024,367.0,10.58,0,0,0,0,0,0.6957776,power_plant,3,8.090913,forest_woodland,3,strong_industrial_context
FW_01060247,industrial_no_prior,2023-10-18 08:52:00,29.60406,75.25292,332.98,2.66,0,0,0,0,0,1.8932201,power_plant,3,21.740307,farmland,3,strong_industrial_context
FW_01069152,industrial_no_prior,2023-10-26 08:02:00,28.35731,73.40082,351.24,8.59,0,0,0,0,0,0.048837446,industrial_landuse,3,31.064568,grassland,2,strong_industrial_context
FW_00165377,industrial_no_prior,2022-03-25 07:34:00,19.4238,82.87173,342.29,2.79,0,0,0,0,0,1.3153565,power_plant,3,4.0941267,forest,3,strong_industrial_context
FW_00063691,industrial_no_prior,2022-03-04 07:28:00,23.94927,91.86749,333.23,2.93,0,0,0,0,0,2.263732,mining,3,3.5586038,forest_woodland,3,strong_industrial_context
FW_00629320,industrial_no_prior,2023-02-02 07:48:00,20.63887,86.20614,342.48,5.57,0,0,0,0,0,2.7947195,mining,3,3.2604115,scrub,3,strong_industrial_context
FW_00440773,industrial_no_prior,2022-06-25 07:12:00,31.41633,75.53675,334.68,2.5,0,0,0,0,0,2.271677,industrial_landuse,3,3.280433,orchard,3,strong_industrial_context
FW_01617090,industrial_no_prior,2024-10-13 07:41:00,27.26808,81.1259,341.27,5.35,0,0,0,0,0,2.3439898,industrial_tag,3,16.180262,forest,3,strong_industrial_context
FW_00447806,industrial_no_prior,2022-09-20 08:22:00,31.54919,75.11376,346.24,16.85,0,0,0,0,0,2.1997833,industrial_landuse,3,8.128594,farmland,3,strong_industrial_context
FW_00884052,industrial_no_prior,2023-04-13 07:36:00,17.56774,76.53665,333.95,0.41,0,0,0,0,0,2.7735488,industrial_landuse,3,3.7537994,farmland,3,strong_industrial_context
FW_01529896,industrial_no_prior,2024-05-05 08:02:00,29.83579,76.12634,344.51,8.2,0,0,0,0,0,2.7646031,industrial_landuse,3,9.469678,farmland,3,strong_industrial_context
FW_00984476,industrial_no_prior,2023-05-13 08:13:00,18.30746,78.67135,342.85,5.58,0,0,0,0,0,0.41157293,industrial_landuse,3,9.011478,forest_woodland,3,strong_industrial_context
FW_01022844,industrial_no_prior,2023-06-02 08:37:00,15.86371,76.89114,333.92,2.45,0,0,0,0,0,2.6027408,industrial_landuse,3,24.161892,scrub,3,strong_industrial_context
FW_00444342,industrial_no_prior,2022-08-16 20:03:00,21.76501,84.01684,306.71,2.11,0,0,0,0,0,0.5715577,industrial_landuse,3,10.960301,forest_woodland,3,strong_industrial_context
FW_00978917,industrial_no_prior,2023-05-11 07:14:00,30.92043,75.17348,344.78,6.76,0,0,0,0,0,1.2899204,industrial_landuse,3,5.2629194,farmland,3,strong_industrial_context
FW_01634867,industrial_no_prior,2024-11-07 08:11:00,19.05206,74.7498,336.77,3.46,0,0,0,0,0,2.7063432,industrial_landuse,3,4.402116,farmland,3,strong_industrial_context
FW_01048175,industrial_no_prior,2023-09-01 21:01:00,23.25817,70.25416,309.26,1.1,0,0,0,0,0,0.26679513,industrial_landuse,3,24.378536,grassland,2,strong_industrial_context
FW_01039427,industrial_no_prior,2023-06-19 08:22:00,30.72008,75.07301,340.6,29.18,0,0,0,0,0,2.8323653,industrial_landuse,3,3.975736,farmland,3,strong_industrial_context
FW_00961817,industrial_no_prior,2023-05-06 07:07:00,30.21091,75.5613,330.17,2.46,0,0,0,0,0,2.9353888,power_plant,3,10.474117,scrub,3,strong_industrial_context
FW_00452891,industrial_no_prior,2022-10-13 20:17:00,21.34461,72.95586,310.42,1.52,0,0,0,0,0,0.67833555,industrial_landuse,3,3.1414173,farmland,3,strong_industrial_context
FW_01653006,industrial_no_prior,2024-11-16 08:41:00,16.52372,77.07034,340.74,7.15,0,0,0,0,0,2.2209568,industrial_landuse,3,14.216066,scrub,3,strong_industrial_context
FW_01709346,industrial_no_prior,2024-12-18 07:05:00,29.13134,77.69712,333.04,2.1,0,0,0,0,0,0.99012494,industrial_landuse,3,9.152668,grassland,2,strong_industrial_context
FW_00458899,industrial_no_prior,2022-10-22 08:22:00,30.72561,75.69032,344.63,13.84,0,0,0,0,0,1.5976267,manufacturing,3,4.345525,scrub,3,strong_industrial_context
FW_00328284,industrial_no_prior,2022-04-24 08:14:00,30.0714,75.70724,336.02,29.55,0,0,0,0,0,0.8105816,industrial_landuse,3,12.197171,farmland,3,strong_industrial_context
FW_01065094,industrial_no_prior,2023-10-23 07:19:00,30.75708,75.48428,367.0,18.03,0,0,0,0,0,1.32759,industrial_tag,3,6.2706866,agricultural,2,strong_industrial_context
FW_00581153,industrial_no_prior,2022-12-22 20:04:00,22.23329,84.62939,295.9,0.38,0,0,0,0,0,0.054216985,industrial_landuse,3,4.7134333,farmland,3,strong_industrial_context
FW_01111762,industrial_no_prior,2023-11-14 08:47:00,30.51628,74.09121,367.0,7.26,0,0,0,0,0,2.5030344,industrial_landuse,3,12.697167,grassland,2,strong_industrial_context
FW_01084622,industrial_no_prior,2023-11-03 08:53:00,31.35477,74.96609,332.73,2.19,0,0,0,0,0,2.6785398,industrial_landuse,3,6.809423,forest,3,strong_industrial_context
FW_01071354,industrial_no_prior,2023-10-27 07:44:00,30.23754,76.59776,347.98,25.44,0,0,0,0,0,2.4505453,industrial_landuse,3,9.2281885,agricultural,2,strong_industrial_context
FW_00579900,industrial_no_prior,2022-12-22 07:35:00,21.42696,83.70152,336.66,2.12,0,0,0,0,0,2.7362726,mining,3,7.318387,forest_woodland,3,strong_industrial_context
FW_01559841,industrial_no_prior,2024-05-14 08:34:00,31.40225,75.63346,343.35,4.8,0,0,0,0,0,2.6959229,industrial_landuse,3,9.016725,scrub,3,strong_industrial_context
FW_00729328,industrial_no_prior,2023-03-04 08:26:00,21.49875,72.92228,336.21,7.56,0,0,0,0,0,1.3585303,industrial_landuse,3,17.95014,farmland,3,strong_industrial_context
FW_01616462,industrial_no_prior,2024-10-12 08:01:00,28.26138,73.26942,346.4,3.22,0,0,0,0,0,0.8440666,industrial_landuse,3,22.570374,grassland,2,strong_industrial_context
FW_01722842,industrial_no_prior,2024-12-31 08:00:00,21.41598,83.82174,342.96,4.55,0,0,0,0,0,0.2781589,industrial_landuse,3,9.410985,forest,3,strong_industrial_context
FW_00639901,industrial_no_prior,2023-02-07 07:54:00,20.81322,78.02457,336.41,12.17,0,0,0,0,0,0.45849997,industrial_landuse,3,11.7218685,farmland,3,strong_industrial_context
FW_00684322,industrial_no_prior,2023-02-24 07:33:00,13.00703,78.23333,332.47,2.57,0,0,0,0,0,2.1023095,industrial_landuse,3,4.345642,forest,3,strong_industrial_context
FW_00967084,industrial_no_prior,2023-05-07 20:55:00,21.43342,72.97529,307.76,0.69,0,0,0,0,0,1.7061027,industrial_landuse,3,11.080419,farmland,3,strong_industrial_context
FW_00052380,industrial_no_prior,2022-02-27 09:00:00,13.66252,76.50917,331.22,7.77,0,0,0,0,0,1.0169517,mining,3,7.219484,scrub,3,strong_industrial_context
FW_01252925,industrial_no_prior,2024-03-05 07:03:00,20.04458,79.17236,331.11,2.55,0,0,0,0,0,2.1602595,industrial_tag,3,7.6875653,farmland,3,strong_industrial_context
FW_01077821,industrial_no_prior,2023-10-31 08:08:00,27.36262,72.17541,336.37,2.66,0,0,0,0,0,0.5462727,industrial_landuse,3,18.947588,farmland,3,strong_industrial_context
FW_00685056,industrial_no_prior,2023-02-24 07:35:00,18.44348,78.41461,337.55,3.55,0,0,0,0,0,1.9558601,industrial_landuse,3,12.174232,farmland,3,strong_industrial_context
FW_00750358,industrial_no_prior,2023-03-07 07:29:00,18.87234,78.6293,330.81,4.29,0,0,0,0,0,2.7736602,industrial_tag,3,9.717617,orchard,3,strong_industrial_context
FW_00544442,industrial_no_prior,2022-11-25 07:42:00,26.81616,83.55759,331.94,2.12,0,0,0,0,0,2.0050874,industrial_landuse,3,4.6240296,forest_woodland,3,strong_industrial_context
FW_00026644,industrial_no_prior,2022-02-07 08:38:00,23.14962,79.65262,330.35,3.44,0,0,0,0,0,2.9875617,industrial_landuse,3,11.237703,scrub,3,strong_industrial_context
FW_00257331,industrial_no_prior,2022-04-08 08:13:00,23.52398,77.36066,367.0,10.73,0,0,0,0,0,1.2574449,mining,3,8.531163,forest_woodland,3,strong_industrial_context
FW_00007818,industrial_no_prior,2022-01-13 08:03:00,10.00306,77.57446,336.41,4.11,0,0,0,0,0,0.2560654,industrial_landuse,3,3.3296843,forest_woodland,3,strong_industrial_context
FW_01270372,industrial_no_prior,2024-03-10 19:41:00,11.23244,77.82024,306.57,0.58,0,0,0,0,0,2.8634763,industrial_landuse,3,8.296534,farmland,3,strong_industrial_context
FW_00248589,industrial_no_prior,2022-04-06 08:49:00,20.15948,76.29532,367.0,8.17,0,0,0,0,0,1.9449536,mining,3,28.95989,farmland,3,strong_industrial_context
FW_00546673,industrial_no_prior,2022-11-27 07:03:00,21.29955,83.04078,332.12,1.85,0,0,0,0,0,2.3520317,industrial_landuse,3,14.668048,scrub,3,strong_industrial_context
FW_00571009,industrial_no_prior,2022-12-16 07:49:00,28.25742,77.61562,332.03,1.97,0,0,0,0,0,0.32770273,industrial_landuse,3,8.568729,grassland,2,strong_industrial_context
FW_01371222,industrial_no_prior,2024-04-04 07:42:00,25.0302,87.64816,341.79,5.99,0,0,0,0,0,2.485684,mining,3,6.8149257,scrub,3,strong_industrial_context
FW_01071723,industrial_no_prior,2023-10-27 07:44:00,31.85961,75.07251,334.84,2.66,0,0,0,0,0,0.15563235,industrial_tag,3,14.187028,orchard,3,strong_industrial_context
FW_01091508,industrial_no_prior,2023-11-05 08:15:00,31.24754,74.73776,334.69,2.54,0,0,0,0,0,2.7575712,industrial_tag,3,10.2443075,grassland,2,strong_industrial_context
FW_01385438,industrial_no_prior,2024-04-06 07:04:00,24.87109,87.84634,330.2,3.57,0,0,0,0,0,1.8642774,industrial_tag,3,5.405835,farmland,3,strong_industrial_context
FW_00999565,industrial_no_prior,2023-05-17 08:40:00,24.49242,73.84711,341.02,2.26,0,0,0,0,0,0.58907217,mining,3,3.4042103,forest_woodland,3,strong_industrial_context
FW_01215955,industrial_no_prior,2024-02-10 20:23:00,18.6264,74.36118,305.01,0.95,0,0,0,0,0,2.3076096,industrial_landuse,3,4.8011336,orchard,3,strong_industrial_context
FW_00957163,industrial_no_prior,2023-05-04 07:45:00,29.80459,75.81013,334.87,3.48,0,0,0,0,0,2.6472619,industrial_landuse,3,3.2445674,forest,3,strong_industrial_context
FW_00398321,industrial_no_prior,2022-05-09 06:51:00,27.38336,96.01523,347.4,24.4,0,0,0,0,0,1.9211982,mining,3,3.0883744,forest_woodland,3,strong_industrial_context
FW_01589455,industrial_no_prior,2024-06-04 08:38:00,24.11308,69.3304,343.71,5.43,0,0,0,0,0,2.9277039,industrial_landuse,3,3.0341508,scrub,3,strong_industrial_context
FW_00567616,industrial_no_prior,2022-12-14 08:25:00,21.26604,82.79689,336.33,5.88,0,0,0,0,0,1.5050961,industrial_landuse,3,5.104922,agricultural,2,strong_industrial_context
FW_01621749,industrial_no_prior,2024-10-22 08:13:00,26.70421,71.41037,340.34,2.62,0,0,0,0,0,0.54235446,industrial_landuse,3,33.280273,orchard,3,strong_industrial_context
FW_00496301,industrial_no_prior,2022-11-05 08:59:00,30.14485,74.70655,331.55,2.39,0,0,0,0,0,1.9528669,power_plant,3,3.263557,grassland,2,strong_industrial_context
FW_00324822,industrial_no_prior,2022-04-24 08:12:00,22.44933,80.36526,341.58,6.4,0,0,0,0,0,1.9495478,manufacturing,3,8.246125,farmland,3,strong_industrial_context
FW_01063834,industrial_no_prior,2023-10-22 07:33:00,14.40992,77.6923,338.23,6.0,0,0,0,0,0,2.4336145,industrial_tag,3,7.229758,scrub,3,strong_industrial_context
FW_01091690,industrial_no_prior,2023-11-05 08:15:00,31.4629,75.64912,333.3,3.75,0,0,0,0,0,2.1947496,industrial_landuse,3,10.629463,orchard,3,strong_industrial_context
FW_00933171,industrial_recurrent,2023-04-19 19:52:00,24.14741,86.32996,304.44,0.64,2,3,6,11,9,0.67021346,industrial_landuse,3,4.985734,forest_woodland,3,strong_industrial_context
FW_01615100,industrial_recurrent,2024-10-08 20:01:00,23.75781,86.40328,330.42,2.55,6,22,26,69,18,1.4813035,mining,3,3.5504098,scrub,3,strong_industrial_context
FW_00089553,industrial_recurrent,2022-03-12 20:49:00,15.17496,76.37736,311.85,1.79,2,5,6,36,22,0.28105298,industrial_landuse,3,8.492608,forest,3,strong_industrial_context
FW_00058911,industrial_recurrent,2022-03-02 20:34:00,21.82313,83.89471,311.96,1.66,1,3,3,6,6,0.73928934,mining,3,7.276823,forest_woodland,3,strong_industrial_context
FW_00493448,industrial_recurrent,2022-11-04 20:04:00,21.10289,72.64275,326.71,6.7,12,24,31,83,25,0.7363388,industrial_landuse,3,3.7725677,farmland,3,strong_industrial_context
FW_00535832,industrial_recurrent,2022-11-19 20:23:00,21.3775,81.68192,312.73,1.41,5,14,20,68,29,0.46519986,industrial_landuse,3,8.270237,farmland,3,strong_industrial_context
FW_00418443,industrial_recurrent,2022-05-22 20:15:00,21.26594,79.18488,320.99,1.8,7,9,16,77,24,0.19035624,mining,3,4.2398047,farmland,3,strong_industrial_context
FW_00935250,industrial_recurrent,2023-04-20 07:05:00,20.97312,85.16887,334.53,7.25,18,39,60,171,27,0.18794103,mining,3,6.766608,forest_woodland,3,strong_industrial_context
FW_00465372,industrial_recurrent,2022-10-25 19:51:00,23.80797,86.31667,306.52,1.27,2,7,7,14,12,0.49478513,mining,3,5.1045938,scrub,3,strong_industrial_context
FW_00590243,industrial_recurrent,2022-12-30 20:54:00,21.91875,83.35284,310.26,2.49,12,36,51,121,27,1.0607384,industrial_landuse,3,7.1666737,forest_woodland,3,strong_industrial_context
FW_00078802,industrial_recurrent,2022-03-09 21:42:00,26.87577,73.51343,297.47,1.2,3,9,16,43,20,1.0125273,mining,3,28.156605,scrub,3,strong_industrial_context
FW_00452719,industrial_recurrent,2022-10-13 20:16:00,21.08078,85.03488,302.32,1.68,1,17,17,55,16,0.75528675,mining,3,7.3809896,forest_woodland,3,strong_industrial_context
FW_01613528,industrial_recurrent,2024-10-03 07:28:00,23.78301,86.39482,331.19,2.35,5,12,12,63,17,0.99820095,industrial_tag,3,4.744175,scrub,3,strong_industrial_context
FW_00269740,industrial_recurrent,2022-04-10 20:04:00,18.68434,73.035,309.8,1.96,3,29,40,165,29,0.8429352,industrial_landuse,3,4.5412946,forest_woodland,3,strong_industrial_context
FW_01277873,industrial_recurrent,2024-03-12 19:01:00,20.78999,85.25272,306.34,2.24,22,36,51,158,27,1.8492384,industrial_landuse,3,15.215407,forest_woodland,3,strong_industrial_context
FW_01681878,industrial_recurrent,2024-12-02 21:11:00,24.93452,74.63344,306.91,1.51,1,4,5,16,13,0.41975522,industrial_landuse,3,3.774739,forest_woodland,3,strong_industrial_context
FW_00052611,industrial_recurrent,2022-02-27 19:50:00,23.73083,86.7571,302.86,1.03,0,0,0,9,8,0.08130577,mining,3,7.028297,forest_woodland,3,strong_industrial_context
FW_01693815,industrial_recurrent,2024-12-11 20:02:00,23.73745,85.00981,304.56,1.25,2,9,14,43,22,2.4915025,mining,3,7.0690837,forest_woodland,3,strong_industrial_context
FW_00942012,industrial_recurrent,2023-04-22 08:07:00,20.96344,85.17346,338.22,5.84,32,66,108,329,27,0.8888403,mining,3,7.942692,forest_woodland,3,strong_industrial_context
FW_00025196,industrial_recurrent,2022-02-05 20:03:00,20.95655,85.1425,295.34,0.69,0,3,5,12,12,1.2454888,mining,3,7.8944073,forest_woodland,3,strong_industrial_context
FW_00554295,industrial_recurrent,2022-12-02 19:38:00,21.37458,81.64127,301.01,2.4,3,13,17,49,28,0.8774006,industrial_landuse,3,9.02349,farmland,3,strong_industrial_context
FW_01141611,industrial_recurrent,2023-12-09 20:05:00,15.18032,77.10503,303.71,1.39,3,4,5,20,18,0.19600032,industrial_landuse,3,9.430416,forest,3,strong_industrial_context
FW_01576210,industrial_recurrent,2024-05-20 20:47:00,22.00235,82.66709,305.18,0.88,3,3,7,36,18,0.558455,industrial_landuse,3,7.1269526,farmland,3,strong_industrial_context
FW_01659297,industrial_recurrent,2024-11-18 20:34:00,20.86987,84.99084,309.54,1.55,3,12,16,31,13,0.45106187,industrial_landuse,3,5.1673756,forest_woodland,3,strong_industrial_context
FW_01231435,industrial_recurrent,2024-02-20 20:35:00,20.96566,85.07817,303.95,0.6,1,6,6,17,13,0.8783659,mining,3,9.378038,forest_woodland,3,strong_industrial_context
FW_01199769,industrial_recurrent,2024-01-28 19:26:00,20.80702,85.25777,302.17,1.19,6,6,6,48,20,0.3394197,industrial_tag,3,15.126018,farmland,3,strong_industrial_context
FW_01267732,industrial_recurrent,2024-03-09 19:56:00,23.77715,86.38935,346.57,3.03,20,57,83,284,25,1.2498734,mining,3,4.0843377,scrub,3,strong_industrial_context
FW_00560263,industrial_recurrent,2022-12-06 20:03:00,21.7618,84.02016,307.82,1.98,14,42,56,181,29,0.6116503,industrial_landuse,3,10.513915,forest_woodland,3,strong_industrial_context
FW_00061833,industrial_recurrent,2022-03-03 20:16:00,21.07605,85.04564,309.14,1.1,7,18,21,78,26,0.6146266,mining,3,7.094109,forest_woodland,3,strong_industrial_context
FW_01160605,industrial_recurrent,2023-12-23 20:41:00,21.92506,83.33675,312.6,3.22,2,7,14,29,15,0.8730645,industrial_landuse,3,7.809535,forest_woodland,3,strong_industrial_context
FW_00964240,industrial_recurrent,2023-05-06 21:13:00,26.6389,79.47911,301.77,0.67,0,1,3,18,12,1.0683475,industrial_landuse,3,9.025866,farmland,3,strong_industrial_context
FW_00622795,industrial_recurrent,2023-01-27 20:31:00,17.17737,80.80029,308.17,1.19,1,7,7,22,17,2.238649,mining,3,3.1127152,grassland,2,strong_industrial_context
FW_01313017,industrial_recurrent,2024-03-23 08:06:00,23.68652,86.39172,334.41,4.22,11,15,35,122,26,0.20180875,mining,3,8.655671,scrub,3,strong_industrial_context
FW_01653919,industrial_recurrent,2024-11-17 06:43:00,20.79326,85.25433,328.63,4.85,17,30,53,91,19,1.4963912,industrial_landuse,3,15.295033,forest_woodland,3,strong_industrial_context
FW_00498937,industrial_recurrent,2022-11-06 19:25:00,23.78011,86.39064,323.35,2.64,23,43,58,145,25,1.2169065,industrial_tag,3,4.261557,scrub,3,strong_industrial_context
FW_00601196,industrial_recurrent,2023-01-09 19:26:00,22.03232,83.36469,296.49,0.95,8,9,11,40,22,1.9209191,industrial_landuse,3,3.3142529,orchard,3,strong_industrial_context
FW_01653861,industrial_recurrent,2024-11-16 19:33:00,15.1806,77.10323,300.0,1.7,4,6,8,13,12,0.2318372,industrial_landuse,3,9.324609,forest,3,strong_industrial_context
FW_01613440,industrial_recurrent,2024-10-02 20:15:00,21.67763,84.03786,315.93,2.97,6,13,13,31,13,0.62010694,industrial_landuse,3,9.810123,forest_woodland,3,strong_industrial_context
FW_00610948,industrial_recurrent,2023-01-17 20:16:00,23.55846,87.24507,298.6,2.27,14,30,45,124,29,0.4017265,manufacturing,3,3.506021,farmland,3,strong_industrial_context
FW_00765005,industrial_recurrent,2023-03-09 21:01:00,21.3753,81.64057,306.23,1.56,3,10,13,48,28,0.9646021,industrial_landuse,3,8.955946,farmland,3,strong_industrial_context
FW_01586886,industrial_recurrent,2024-05-28 19:56:00,23.68581,86.39777,327.14,2.45,8,31,34,115,24,0.5586893,mining,3,8.4085455,scrub,3,strong_industrial_context
FW_01597911,industrial_recurrent,2024-06-13 21:37:00,21.10247,72.63283,306.92,2.39,11,23,33,78,22,1.262728,industrial_tag,3,3.725293,farmland,3,strong_industrial_context
FW_01364823,industrial_recurrent,2024-04-03 20:29:00,20.86358,84.99315,312.62,2.33,2,9,12,37,17,1.1903801,industrial_landuse,3,4.700367,forest_woodland,3,strong_industrial_context
FW_01073622,industrial_recurrent,2023-10-29 08:44:00,21.10519,72.64433,330.62,3.06,29,62,77,189,29,0.4345053,industrial_landuse,3,3.5671763,farmland,3,strong_industrial_context
FW_01691788,industrial_recurrent,2024-12-10 20:22:00,20.9661,85.16,306.73,1.14,0,13,14,83,18,1.3128525,mining,3,7.1476903,forest_woodland,3,strong_industrial_context
FW_00553503,industrial_recurrent,2022-12-01 19:57:00,21.07828,85.0313,305.3,1.35,7,18,26,99,28,0.9194462,mining,3,7.838467,forest_woodland,3,strong_industrial_context
FW_01705744,industrial_recurrent,2024-12-16 20:09:00,23.77357,86.19796,303.9,1.26,5,19,21,85,27,0.80218905,mining,3,3.0584083,forest_woodland,3,strong_industrial_context
FW_01440851,industrial_recurrent,2024-04-18 19:06:00,23.78093,86.39498,318.14,3.38,32,47,51,207,25,0.84656143,industrial_tag,3,4.712496,scrub,3,strong_industrial_context
FW_01526061,industrial_recurrent,2024-05-04 20:47:00,23.75952,86.39915,325.72,3.85,26,66,97,246,25,1.2368274,mining,3,4.000121,scrub,3,strong_industrial_context
